review,sentiment
"Another case of a decent DVD case betraying the shot-on-video quality of the film. <br /><br />It wasn't that bad. Rochon does a serviceable job and Damn! the cast is good looking. I've never seen that many musclebound guys hang out together on a regular basis. This movie really wanted to make you think Rochon was the killer, but it was not to be. My biggest problem with the film was that by the end, I didn't much care who was the killer, and the real killer made little sense, since it was out of the blue and the filmmakers were thinking 'ha, betcha didn't see that one coming, sucker!'. Yeah, there were continuity errors about (mainly with ms. Rochon's ever-changing wardrobe), but for an indie slasher it's not that bad. I was pretty sure at the beginning it was just a thinly veiled excuse for girls to go topless, but that was just a gimmick. The dialog was overly think and painful at times.<br /><br />Just don't have high expectations going into this, and it won't be that bad. And Lloyd Kaufman's cameo is wonderfully understated.",negative
"I just finished reading a book on Anita Loos' work and the photo in TCM Magazine of MacDonald in her angel costume looked great (impressive wings), so I thought I'd watch this movie. I'd never heard of the film before, so I had no preconceived notions about it whatsoever. Thought it got off to a cute start with Eddy as the playboy and MacDonald as the secretary he doesn't know exists. The scene where she shows up at the costume party in her simple angel outfit with an uncooperative halo and wings that won't stay on was really endearing. I was even with the film when Eddy goes to sleep and imagines her as a real angel. But after a while it just started to fall apart for me. Eddy stays ""asleep"" for the entire rest of movie, so it's all a dream. Whatever happens from there on doesn't really matter, because he's just dreaming. The rest of it was pretty much plot less and pointless. I had to force myself to stick with it. And the final number where MacDonald goes from musical number to musical number in some mad hallucination was just plain freaky.<br /><br />Had Eddy ""woken"" a sooner and the original story continued, or had he really married an angel, I think it would have been a lot more interesting. I wanted to see more of her real character.<br /><br />There weren't really enough musical numbers to call it a musical. The first few songs were good, but the jitterbug number that MacDonald performs was like nails on a chalkboard. Completely wrong for her operatic voice. Even so, Eddy and MacDonald still manage to shine, showing what true stars they were.",negative
"This one started excellently. The photography and audio are the best I've experienced in years (okay, months). Especially the use of 'warm' and 'cold' colours in single sequences is astonishing. Also, making Jennifer Lopez whisper most of her lines is an idea in itself, but I'm not sure what Singh wants to accomplish with that.<br /><br />Now for the minuses. The screenplay was awful. Lopez's part turned out to be irrelevant or totally worthless to the plot. She seemed to star the movie only to sell herself and the pic. The three beds seemed just too obvious. The baptizing of the child Carl was a psychologically too underlined way to embark the motive which Carl 'worked' under. And so on..<br /><br />Anyway, the movie had great way of showing where Singh comes from. Why is it that the most talented directors seem to emerge from India nowadays?",positive
"I've read the positive comments on this movie. I assume people who were in this movie must've come to this site to give it some good press because this was one of the worst movies I have ever seen. I always watch the whole film despite the quality or lack there of which explains why I watched this whole movie, but I don't think I laughed even once during the duration of this film. The jokes were mostly very bad, but when the jokes had some promise, the delivery was off. If you liked it, maybe you should lay off the buds because you need to preserve the 5 or 6 brain cells you have left. This movie had a poor script, bad acting, poor directing, weak plot... nothing of virtue and was not entertaining. If you haven't seen this movie, don't.",negative
"From the opening shot of the meteor falling towards Earth, you know you're in for something special.<br /><br />This is an ultra-low budget shot on video movie about a group of teens stranded on a lighthouse island with some monsters. The story is unremarkable and nothing you haven't seen a thousand times before. The acting isn't great but isn't completely horrible, however the special effects - of which there are a good deal - are laughable at best. In fact, if you can read this sentence, chances are better than 50% that you could do a more credible job creating the video explosion and compositing effects in this movie than the filmmakers.<br /><br />The movie's saving grace - if you're in the mood for a grade Z turkey of a film - is that there's always something happening and it never gets boring. And if you like making fun of bad movies with your friends, you might just find this worth a dollar rental.<br /><br />And I must say I appreciated the opening joke, ""that is the dumbest name for an island I've ever heard."" Probably the best moment in the movie.",negative
"Watching ""Speak Easily"" is painful for fans of Buster Keaton. Seeing such a phenomenal writer, actor, comic, director, and stunt man subjected to this humiliating spectacle is like seeing a Picasso used as a drop cloth, or perhaps more like seeing the finest Camembert adulterated with whey solids and processed into Cheez-Whiz. <br /><br />Keaton is ill-cast as Professor Post, whose overblown vocabulary is the only thing keeping him from saying, ""Tell me about the rabbits, George."" (Post would have said something like, ""Kindly inform me as to the status of the small mammals in the family Leporidae of the order Lagomorpha, kind sir, who I believe is primarily addressed with the epithet 'George'."") When Keaton created his own characters, they might be situationally clueless but they weren't stupid. They were quick studies and became masters of their worlds. Not so with Post, who never stops stumbling and bumbling and who who has no more control of his destiny than a bilge rat had of the Titanic. And while Keaton's original characters had a charming naiveté and innocence, Post comes across as such a profound sexual retardate that if he ever did become physically aroused, he'd put an ice bag on the swelling and seek medical help. <br /><br />There are a couple of small, redeeming moments, such as Keaton's attempts to get rid of the vampish Thema Todd or his suggestion as to appropriate attire for a Greek dance, but it's just not worth enduring the entire film to see them.<br /><br />If you're a fan of bad movies, get drunk and watch ""Speak Easily"" with friends, a la ""Mystery Science Theater 3000"". But other than that, stick with the silents. Let them be 100% of what Buster Keaton is remembered for.",negative
"""Metamorphosis"" hold a tiny bit of cult-value, simply because it was written and directed by George Eastman. This Italian bloke is more or less the personification of male sleaze and starred in pretty much every rancid Joe D'Amato production during the late 70's/early 80's. Wouldn't it be interesting for avid Euro-cult purchasers to own the only movie directed by the guy who walked around bare-butted in ""Erotic Nights of the Living Dead"" all the time? I thought so! Now, unlike the movies he starred in, Eastman's own ""Metamorphosis"" is kind of disappointing in the gore & sleaze departments. There are a handful of nasty murders, cheesy monster effects and naked female bodies (a guest appearance by sleaze-queen Laura Gemser!) on display, but it's mainly a talkative movie. The handsome & eloquent Dr. Houseman is on the verge of a scientific breakthrough with his research on human DNA codes when suddenly the university he works for threatens to cancel his funds. He developed a theory to decode genes and block the human ageing process, but if he doesn't come up with detailed reports any time soon, his research will be stopped. So Dr. Houseman does what any intelligent scientist would do and injects the untested serum into his own veins. Needless to say (and like the title implies), he slowly turns into murderous monster that actually ages much quicker! In other words, his research sucked! Like the other reviewers already mentioned, this movie ""borrows"" a lot of ideas from David Cronenberg's ""The Fly""  the dramatic romance sub plot included - but doesn't add any originality from its own. The big difference is that you constantly feel connected with Jeff Goldblum's character in ""The Fly"", whereas Dr. Houseman becomes just another monster that needs to be destroyed as fast as possible. The rapid-ageing-syndrome aspect also reminded me of Ruggero Deodato's sadly underrated giallo ""Phantom of Death"", only the protagonist in that film inherited the disease and didn't inflict it on himself. The physical deterioration of the carriers is very similar in both films, though. Few scares or excitement to discover here, instead the movie features loads of bad acting, poor lighting, lousy editing and a completely retarded climax to boot. Feel free to skip this one.",negative
"On the 28th of December, 1895, in the Grand Café in Paris, film history was writing itself while Louis Lumière showed his short films, all single shots, to a paying audience. 'La Sortie des Usines Lumière' was the first film to be played and I wish I was there, not only to see the film, but also the reactions of the audience.<br /><br />We start with closed doors of the Lumière factory. Apparently, since the image seems a photograph, people thought they were just going to see a slide show, not something they were hoping for. But then the doors open and people are streaming out, heading home. First a lot of women, then some men, and one man on a bike with a big dog. When they are all out the doors close again.<br /><br />Whether this is the first film or not (some say 'L'Arrivée d'un Train à la Ciotat' was the first film Lumière recorded), it is an impressive piece of early cinema. Being bored by this is close to impossible for multiple reasons. One simple reason: it is only fifty seconds long. But also for people who normally only like the special effect films there must be something interesting here; you don't get to see historical things like this every day.",positive
"I'm sorry, but this movie is just way to shallow for me. In it, Perez is a taxi dancer with boyfriend Keitel trying to make it as an actress. First of all, what the hell is a taxi dancer? Even after sitting through this, I still don't know. Oh yeah, Perez also inspires DeLorenzo to follow her like a lovesick puppy. There's no reason behind the love, it just kind of happens. There are times when the characters and events really try to pull at your heartstrings, but it rarely works. The only character you really do feel anything for or with is Keitel's character, and that's only because he does such a good job with it. Any other actor and the character would have been just like the others.<br /><br />The script is basically an uninspired rehashing about how hard it is to make it as an actor/actress. It's been done and said before, the language and dialog sounds like it was written by a street pimp. The ending is...well, I don't want to spoil it. Let's just say it feels unsatisfying. I'd be more upset if the story was any good to begin with. The directing is average with nothing truly wonderful, but nothing that is really painful to watch either. To reiterate the acting, the only one that does anything worth watching is Keitel. Though I could have lived on without seeing him in tiger print bikini underwear.<br /><br />Oh yeah, Eddie Bunker shows up. As random as that mention is, that's how random it is in the film. And Tarantino does his director buddy a favor by showing up for about 20 seconds.",negative
I have a completely biased point of view mainly because I live and enjoy the club culture lifestyle. Being a DJ and frequent club goer I see the honesty within this movie and I love it. If you don't know the club/rave culture then it will be a great foray into that culture for anyone that doesn't know it first hand. The honest portrayal of human emotion and issues in the part of Jip I loved. The characters were well constructed and I thoroughly enjoyed this film. I really don't enjoy the fact that you have to write ten lines on this web site. I will write at least 6 or 7 but i feel that i can portray my point with fewer than ten. Here are some extra lines to make the IMDb gods happy.,positive
"Overall I'd call this a disappointing performance. It attempts the old ""Horror Anthology"" approach, but fails miserably. The acting was bad, and so were the stories. Any skin shown in the movie was obviously random, just to attract the R-rating for sex. Typical, I guess, but bad nonetheless. Take your $5 and rent a REAL movie instead!",negative
"I initially tuned in to Paranormal State because I (more or less) find the paranormal search genre to be interesting TV, if nothing else.<br /><br />I really enjoy Ghost Hunters because well over half of their investigations result in total debunking, and find Most Haunted to be hilarious with its use of mediums and frumpy British women with Paris Hilton day-glo eyes fainting from fear/demonic presences all shot in lovely night-vision green.<br /><br />Paranormal State has none of this appeal. It feels like it was cobbled together from ""leads"" that Ghost Hunters rejected. The episodes ranged from trailer trash families and single mothers with emo adolescents sitting around and scaring themselves, to an ""interview"" with a 5 year old about the monster who lives in his room (the monster goes RAWRRR, we are told). All of these people calling upon a college club to solve their problems. The whole show is about Ryan and his partner, his enormous ego. He leads his troupe of doe-eyed coeds around, except when a case is deemed ""too extreme"" and orders them to remain at the hotel HAHAHA. Better leave it to the pros, ie himself.<br /><br />The unwitting comedy of this show is all in how gullible the participants are. Ryan spins his tales of being hunted, followed, etc by a demon that he first encountered when the Catholic Church recruited him to assist on a case. Sorry, but the Catholic Church has people who can do that, they don't need the day-shift manager at Quiznos to chip in his 2 cents.<br /><br />This show is awful, shame on A&E for bankrolling this silliness, trying to follow in the footsteps of some much better paranormal-themed shows. It's almost unintentionally funny, except that Ryan is so arrogant and devoid of charisma that watching the show long enough to mock it isn't worth the trouble.",negative
"A study in BAD. Bad direction, bad acting, bad writing and f/x that´ll teach you that you´d better upgrade your computer before filming. It´s the kind of flick you used to do totally drunk in your cellar with Dad´s camera when you were young at heart. But YOU certainly would not show it in public when you´re sober again, would you? YOU wouldn´t even view it. Avoid at all costs.",negative
"I watched this movie only because I was under the impression that I was going to be treated to a cheesy horror flick. I mean, look at the tag line: ""They're men turned inside out! And worse... they're still alive!"" Does that not scream cheesy horror movie to you? And the then there's the title itself-- ""Screamers."" What a perfectly apt title for a horror movie, I thought! Unfortunately, I wasn't aware that the real title was, properly translated, ""The Island of the Fishmen.""<br /><br />So, about an hour into watching this I realized that this was not a cheesy horror movie at all-- it was a cheesy ""adventure"" story about slimy fish-men from Atlantis. ""Men turned inside out""? No. There was nothing of the sort. I was grossly disappointed.<br /><br />Damn you, misleading taglines! I want those 81 minutes of my life back!",negative
"The first thing that struck me about this movie was the terrible acting. The whole cast was so uniformly inept at delivering their lines that I started laughing at the awful dialog midway through the film. An even bigger issue with this movie is that at no point do we ever find out what motivates the actions of each character. The one somewhat redeeming aspect of the movie is Halfdan Hussey's innovative visual effects. However, as eye-catching as they may be, they do little to make up for the gaping flaws mentioned above. A dreadful script mixed with community theater level acting does not make for a pleasant viewing. I was honestly shocked at how bad this movie was.",negative
"Swift's socialism and pacifism come through against all odds in this well done remake. (Did you know there is no hyphen after ""well""? Fact.) He meets warlike miniatures, socialist giants, head-in-the-clouds (literally) philosophers, and pacifist horses who rule over Yahoos -- nearly neanderthal humanoids. (Is that where ""yahoo"" came from?) We also meet the dastardly Dr. Bates, the devoted Mary Gulliver, the sweet and devoted son Thomas, and the full cast of a truly horrific 19th century lunatic asylum. Suspension of disbelief comes easily, and our 7- and 12-year-old girls enjoyed it as much as my husband and I did. (Sorry for the length, IMDb requires 10 lines.)",positive
"How do you make a totally unappealing movie out of a story by one of America's most famous authors? Watch this film and find out. Maybe I am overrating author Carson McCullers, but I was impressed by ""The Heart Is A Lonely Hunter"" and was hoping for something memorable here, too. Forget it.<br /><br />Vanessa Redgrave looks like a man with her short haircut and clothing. I never found her much to get excited about in almost any movie, anyway. Rod Steiger as a preacher? How insulting is that? Unlikable characters, one after the other. Well, maybe that's the book, too, and I am being unfair to this film. I am not familiar with the story other than what I saw on screen and this was so unappealing a movie that I could never recommend it to anyone.<br /><br />It's just one backwards person after another in a backward town. Outside of some nice cinematography here and there, there is nothing to recommend. How anyone could sit through 100 minutes of this is amazing.<br /><br />I didn't even go into how bad this is directed. There is good news: this was the only film Simon Cowell directed.",negative
"Robert Taylor as the mad buffalo hunter Charlie Gilson is the main character in this film. At the beginning I was thinking that Charlie would end up redeeming himself like John Wayne in The Searchers or James Stewart in The Naked Spur. But as the film goes along Gilson keeps doing more atrocities until you realize there is no hope for him. Stewart Granger is Sandy McKenzie, who wants to stop hunting because he realizes that the buffaloes will soon be gone and he becomes disgusted by the act of killing. Gilson is a natural killer who makes no distinction between animals or human beings. Debra Paget as the Indian girl is a surprising character considering the self imposed censorship of that time. She lies with Gilson in total resignation even though she hates him. The last scene of a frozen Gilson, is unforgettable.",positive
"Mobile Suit Gundam Wing is the Fourth series in the continuing Gundam chronicles. Unlike the previous entries which focused on massive wars, this one is a little different; instead of having an army-vs.-army situation, this one is led by five teenage boys (due to their ability to blend in more readily than normal adults) and their machines called ""Gundams"" because of the metal alloy used in their construction. Which leads to problems, since gundams are supposed to be destroyed, replaced by ""Mobile Suits"", which are piloted less-destructive weapon platforms and ""Dolls"" which are ran on A.I. and are used as grunt infantry.<br /><br />The whole point of the series is a metaphysical question that gives Gundam Wing an edge over a greater portion of the Anime that makes it's way here. Especially since most anime is adapted from popular magazines, such as Naruto, DragonBall, One Piece, DragonBall Z and InuYasha which are all from Shonen Jump, which is now available in America.<br /><br />Mobile Suit Gundam Wing sets itself apart from most anime in the fact that instead of over-the-top battles between mortals who more resemble gods, Gundam is very humanistic and seems to revel in the fact that it is dramatic instead of melodramatic and events seem to unfold across the series gracefully. Normally in anime there are more than few series that think that the best way to go about having a ""small"" battle is to have it take a half-hour - something that would never happen in real life. Gundam tops this by making sure that everyone knows that characters will die, machines will be destroyed and rebuilt, battles will be lost and won, and it never seems as though it makes the actions themselves satirical.<br /><br />But the magic of Gundam Wing is in the details, and what this series has that more anime would be grateful for having. Emotion. Instead of mythic prophecies, magic, or overblown martial arts, Gundam Wing is hard-line science fiction from a country that hates hard-line science fiction. (NOTE: The author would like to state that Neon Genesis Evangelion is not hard-line-plausible-in-real-life science fiction due to the religious subject matter that is the core of its series) they love Star Wars, but hate A.I. (the movie). Henceforth why Gundam Wing was and Gundam SeeD is now in production for both Japanese and U.S. releases at the same time with two voice teams. American audiences only have to wait two or three weeks after the end of the Japanese season to catch the dubbed or subtitled versions or even the edited SeeD episodes that air on Cartoon Network.<br /><br />The emotion is that these two sides that are fighting a war are technically backwards. The heroes are those who defend the rights of the more wealthy and aristocratic citizens of Earth from the band of terrorists bent on victory at any and all costs that make up the protagonists of Mobile Suit Gundam Wing. This is not war, this is ""total war"". Every person, every building, every street is a target for attack, both on Earth and off.<br /><br />My only complaint, and the reason it didn't get the score of ten, is that at about three-fourths of the way through, it just kind of goes dead for a few episodes, and no one really seems to change. Kind of like a present-time flashback, which is fine due to what it reveals about the characters, but at the same time it drags down what should be the brewing between Project: Meteor and OZ. But the final two episodes and the overplayed-on-Cartoon-Network (back in 2001-2003) Mobile Suit Gundam Wing: Endless Waltz movie more than make up for the slack.",positive
"I have to tell you, this is a great movie. It surprises me sometimes how good a movie with no pretenses can be. This one is just fabulous. It could be that it isn't TRYING too hard to send any kind of message; it just tells a whimsical, fun story. I gave it a 10 out of 10.",positive
"This lame Harold Lloyd sound film has nary a laugh in it, and makes one wonder if this Lloyd is even the same one that made all of those delightful and hilarious silents.<br /><br />Lloyd's boyish likability becomes fey and limp when we can hear him talk, and a sluggish, restrained pace replaces the zany antics of his silents. Lloyd plays a young son of a missionary who grows up in China and then finds himself transplanted to contemporary New York City without a clue as to how life outside his Chinese village works. He finds himself an unlikely victor in a mayoral election and quickly draws the ire of all the government organizations because he refuses to look the other way in the face of rampant corruption. When he's framed in an attempt to bring him down, he decides to play just as dirty as everyone else, and stages a fake execution of every crook in NYC as a scare tactic. This darkly satiric ending feels out of place next to everything else in the movie, but it's the only part of the film that comes remotely to life. Everything else is a dull bore.<br /><br />I don't like having to admit that a Harold Lloyd movie fails, because I like him so much, but I don't have a choice with this one.<br /><br />Grade: D",negative
"This is pretty much the first Jason Scott Lee film I've seen. I say pretty much, because I have also seen Soldier, in which he plays the villain... but from what I've heard, it's not considered a Jason Scott Lee film. This, however, is. And if this is any indication of the quality of such films, I won't be seeing any of the others. Lee is basically passable as a martial arts artist... as the lead, he's awful. He gets in a fight with random no-name characters every few minutes of the film, probably because the script writer couldn't figure out how else to stretch out the film to the minimum required running time for a feature film. The villain is the only character with even a hint of personality, and aside from the fact that he's certifiably insane, he barely seems like a villain at all. The majority of the film is basically Lee chasing the villain through time... or maybe it's the other way around. I can't say for sure... and I definitely wouldn't watch it again to make sure. The effects are not completely horrible... but it's close. The title comes from the popular idea of using a time-machine to go and kill Hitler. Somehow, the film screws up that interesting idea as well. The plot is too complicated for its own good. The pacing is poor. I can't think of one positive thing to say about this film... I really can't. It's simply too formulaic and pointless. If only I had a time-machine, so I could go back and prevent this film from ever being made... no, never mind. I just hope as few fragile minds are exposed to this as possible. Listen to the negative reviewers. Avoid this turkey. I recommend this to fans of Lee, and no one else. If you're looking for a quality film... well, this isn't it. That's for sure. 1/10",negative
"I suggest that in the future, any movie made by the Sci fi channel and subsequently released on DVD must say that it was indeed made by such channel as I would not buy this stuff if I had known this fact. Not that this was all bad, but when you have fade out for commercials in the middle of your movie it just ruins the flow of said film. This in turn makes the movie rather more boring. This one had an interesting story however the light hearted and extremely generic soundtrack distracted one from the film as did most of the bad actors with the exception of Dien and Linda Carter. The story, vampires are on the attack in South America, of course the rules of vampire movies are not in effect, which the usually aren't in any of the movies about vampires I have seen lately with the exception of the Blade trilogy. Group of soldiers are sent down to battle said squad another team is sent to meet up with the team and to track down the ex wife of one of the soldiers...why she is not just his wife, who knows as this part of the plot really goes no where. Still we get an interesting boat ride some nice jungle scenery and a lot of blood. This fact, however, does not save the film from being way to jerky in its presentation and really dull seeming at times. I don't know maybe it was the cgi blood, and smoke and whatever they have to make cgi now even though old effects look better and don't cost that much more. I mean cheap Italian zombie movies could do a bullet hole without cgi why can't we now?",negative
"Tis is a farly typical Tom and Jerry short-a situation is designed, conflict arises and mayhem ensues. The characters behave in appropriate ways, the natural tensions between various characters leads to general chaos. The best (and funniest) part is when the peace treaty is in force and respected-all sorts of strange wonders appear before your eyes. A word of warning-it is most unwise to allow Tom to help you perform your morning cleansing routine! Highly recommended.",positive
"Carl Panzram lived an amazing life and scribbled down his memoirs on scraps of paper for possibly the only person who ever did anything selfless for him. The book ""Panzram: A Journal of Murder"" by Thomas E. Gaddis and James O. Long, which came out the better part of a century after Panzram's death, gives the historical context to a first-generation American's account of running away from home to go west and be a cowboy, getting caught, thrown in the boy's home, getting away repeatedly and thrown into prison over and over all the time getting tortured and sodomized. As Panzram grew huge and strong, he sought to take revenge for the wrong done to him as he traveled to South America, Europe and Africa, and it didn't matter what people he raped, robbed, or murdered because we are all equally worthless.<br /><br />This film casts skinny James Woods as the rough neck, mean-ass, son of a bitch Carl Panzram who in the film is a ""drunk"", overly-dramatic and emotional, and who never mentions the joy of sodomizing men and boys. The film neither elaborates on anything else particularly of note about this world traveler and career prisoner (like robbing former President Taft or being released from the Oregon prison as long as he gave his word to return). In short, I don't think Carl would be too happy.",negative
"While some performances were good-Victoria Rowell, Adrienne Barbeau, and the two Italian girlfriends come to mind-the story was lame and derivative, the emphasis on the girlfriend's racial background was handled clumsily at best, and the relatives were mostly portrayed as stereotypes, not as real people. I found myself wincing uncomfortably at many moments that were supposed to be funny. I can hardly comprehend why the local paper here in SF said this was a good movie, and wonder WHO posted the glowing review here on IMDb. Very disappointed in this movie, and mad I actually went to a theatre to see it, based on the faulty connection to Garden State, which is a far funnier, more inventive, and touching movie than this one. I must especially mention the emotional climax in the church, which was so wooden and by-the-numbers that I nearly left, and some in the audience actually DID. THAT was followed by a silly climax at the graveyard, which I saw coming 10 minutes before it happened. I really don't like being misled to spend my money so uselessly.",negative
"The most irritating thing about ""Dies d'agost"" (August Days) is not simply that NOTHING HAPPENS in this film but that director Marc Recha has the nerve to pretend that this film is some sort of homage to leftist Catalan journalist Ramon Barnils. Unless mentioning Barnils' name a few times constitutes an ""homage,"" this pretense is an utter fraud. You will learn virtually nothing about Barnils in this film nor about the Spanish Civil War (1936-1939) nor about the special role of Catalunya in that war. You also will not learn about the collective punishment inflicted on the heroic Catalan people for years afterward by the victorious and vindictive Franco.<br /><br />The footage of the Catalan countryside is very beautiful, of course, but ""Dies d'agost"" does not have an extensive and varied enough collection of such scenes to qualify as a travelogue. The large number of stills shown -- not very illuminating images of the forest floor, for example -- is the clearest indication of the paucity of ideas here. The aimless drift of brothers Marc and David during their camping trip does not produce compelling cinema. On the contrary, one's strongest impression is of a film made by and for spaced-out, middle-aged hippies. Don't waste your time. Read a good book about the Spanish Civil War instead. (I recommend Felix Morrow's scathingly anti-Stalinist ""Revolution and Counter-Revolution in Spain,"" which contains a gripping account of the 1937 Barcelona Uprising.)<br /><br />Barry Freed",negative
"I cannot see how anyone can say that this was a real good entertaining movie. With a few well known actors I found it hard to believe that this was only made in 2005. It's crap! The acting is tantamount to amateur dramatics, poor amateur dramatics. Unless you want to laugh loudly at an amazing 100 minutes of pure corn, don't bother to download it or rent it, worst that I have seen in years. It's from the bygone days of acting, where cowboys are shooting 8 bullets from the six-shooters. The more well known the actor, the worse they were, Drury was just sad. I was extremely disappointed with Lee Majors, has he actually stooped to this sort of garbage? It was bad enough when he played the six million dollar man.",negative
"Me being from Australia and loving the series, I wasn't expecting much from the American version of Kath and Kim but I thought I'd watch the first episode to see if it was really that bad.<br /><br />Well,whats there to say. Its nothing special.Selma Blair is OK as Kim and actually had a few good lines, Molly Shannon is not a good Kath though. The good thing about Jane Turner's Kath is that when she speaks with all her funny accents (such as when she says Yumor or Noice) it sounds like its just the natural way that she speaks, but when Shannon has a go at the accent, its clear that she is acting and trying to be the same as Turner. And the show really misses Sharon or some one else to give us something to laugh about, because the Kal and Craig characters in this version are really not funny.<br /><br />So far only the first episode has aired and it is clearly not up to the standards of the Aussie version, although if it was a stand alone television show with a different name, not being compared to the Aussie version it would perhaps be viewed as being a little bit better. But if there is nothing else to do on a Sunday night (or Thursday night in America) then you cant do much harm in watching it, or better put on some of the Aussie version if you've got it.",negative
"Excellent film dealing with the life of an old man as he looks back over the years. Starting around 1910, he reminisces about his boy and young adulthood; his family, friends, romances, etc. Very nostalgic piece with a bittersweet finale....""all things in life come together as one, and a river runs through it. And that river haunts me."" Worth seeing.",positive
"Tyra & the rest of the modeling world needs to know that real women like myself and my daughter don't care to see all the ridiculous modeling to sell something. Weird locations, too much makeup & too much skin is not necessary. Sex does not always sell when you are selling to women. The same goes for the horse stomping runway walk that looks unnatural. People come in all shapes & sizes & they need to have that on the show. My daughter has a 36"" inseam, is tall & slender & a size 5, I am more average at a size 12. We would like to see both- I can not picture how something would look on me when a size 2 is wearing it, it will not fit the same way on me. I do not buy magazines anymore because they are one sided on this matter. We would really love the show to consider women of all sizes. Thank you.",negative
"Joseph L. Mankiewicz is not remembered by most today as one of the finest directors in Hollywood history, but this film proves that he is. Already a success by doing sophisticated American dramas such as A Letter to Three Wives and All About Eve as well as successfully adapting Shakespeare to life in Julius Caesar, Mankiewicz does a marvelous job of bringing this hit Broadway play to film and does it with style. Marlon Brando is perfect as Sky Masterson, even if he can't sing too well. He is the only actor who could pull it off perfectly wit his sheer coolness and clarity. Frank Sinatra is a wonderful singer, as expected, and does a good job of acting as Nathan Detroit. Jean Simmons is also very good as Sarah Brown and her scenes with Brando sizzle with great chemistry. All supporting actors do their part, especially Sheldon Leonard as Harry the Horse in a very funny bit. Still, Mankiewicz should be given most of the credit for bringing a fine musical in its own right to the screen in such a way that it feels authentic in many scenes but is still a story in its own world. All in all, Guys and Dolls is a great musical and works on many levels it normally should not have.",positive
"This timeless proverb reverberates in this movie and in my heart. So many years have I waited to see this eternal story! I was not ready, perhaps. It is possible that my sensibilities would not have appreciated its power. So I now gratefully welcome it into my soul with gladness.<br /><br />My respect and admiration for PAUL MUNI has been long. His is now a legendary luminescence. But now I have finally discovered the priceless gifts of LUISE RAINER's splendid talents. Oh, how many faces can speak as did hers? Some have said that it was wrought from her silent years, and this well might have been but her speech, is eloquent enough when it is given a chance. She amply deserved her Oscar.<br /><br />This movie is in an epic in the most classical proportions. All parts equal, necessary and perfect. Naysayers may walk away if they wish, but they would be shunning a storytelling which stays with one a lifetime.<br /><br />THE GOOD EARTH enriches one in ways that one does not expect. But all will not come from it with the joy that I did. But I can only hope that this film will be remembered for many years.<br /><br />Do not prod me with mere technicalities regarding the race of the principal players. These are expectations of modern times when we are obsessed with utter perfection. But I dare a million score of newer films to tell PEARL BUCK's story with such poignancy, power, conviction and grace.<br /><br />If any modern artist would dare to re-film this masterpiece, I warn them that they will never come close to the aromatic fragrance which still emanates from the core of this telling. Time will not diminish this effort nor will progress improve upon its greatness.",positive
"When I first saw the Romeo Division last spring my first reaction was BRILLIANT! However, on future viewings I was provided with much more than masterful film-making. This picture has a singular voice that will echo throughout the annuls of film history.<br /><br />The opening montage provides a splendid palette which helmer JP Sarro uses to establish his art on this canvas of entertainment.<br /><br />Sarro truly uses the camera as his paintbrush while he brings us along on a ride that envelops the audience in a tremendous action movie that goes beyond the traditional format we have become accustomed to and dives deeply into dark themes of betrayal, revenge and the importance of companionship. This movie is any director's dream at its very core.<br /><br />However, Sarro was not alone in this epic undertaking. The writing, provided by scribe Tim Sheridan, was just as breathtaking.<br /><br />The dialogue was so precise and direct that it gave the actors such presence and charisma on the screen. Specifically speaking, the final scene (WARNING: SPOILERS!!! SPOILERS!!!) where Vanessa reveals herself to be one of the coalition and a villain all the time, is written in such a dark tone that it is one of the most chilling endings I have ever seen. Sheridan is the next Robert Towne.<br /><br />In a final note it is obvious that this production was no small feat.<br /><br />Therefore much praise must be given to producer Scott Shipley who seems to have the creativity and genius to walk next to Jerry Bruckheimer. Never before have I witnessed a production so grand with so much attention directed at every little detail. A producers job is one of the hardest in any movie and Shipley makes it look easy.<br /><br />All in all this film combines creative writing, stunning production and masterful direction. This is the art of film at its best. When the ending of the film arrives the only thing that is desired is more.<br /><br />The Romeo Division is groundbreaking, a masterpiece and, most importantly, The Romeo Division is indeed art.",positive
"Back (again) in Scotland, Lassie is (again) on trial for her life. Because the faithful dog sleeps on her master's grave, she must be put to death, according to law. Oddly, it is also explained that Lassie had no ""legal"" owner, which is, apparently, also against an old Scottish law. If, after three days, no owner is located, dogs must be destroyed. Edmund Gwenn (as John Traill) pleads Lassie's case, which leads to an extended flashback, showing Lassie's adoption by Donald Crisp (as John ""Jock"" Gray).<br /><br />Although it's based on an interesting, original story (""Greyfriars Bobby""), ""Challenge to Lassie"" revisits several earlier Lassie situations; and, it does not improve upon them. Comparatively speaking, this one is sloppy and unexciting; and, it's a disappointing follow-up to ""The Sun Comes Up"" (1949) *******. Geraldine Brooks (as Susan Brown) and several of the other performers may be charming, but can't elevate this one. Little Jimmy Hawkins (from ""It's a Wonderful life"") is among the notable children supporting Lassie; much later, he will grow up to marry ""Dark Shadows""' bewitching ""Angelique"" (Lara Parker).",negative
all i have to say is if you don't like it then there is something wrong with you. plus Jessica is just all kinds of hot!!!!! the only reason you may not like it is because it is set in the future where Seattle has gone to hell. that and you my not like it cause the future they show could very well happen.,positive
